-89.7773, 51.8711
-89.7668, 51.3712
-89.6964, 50.8762
-89.6259, 50.3812
-89.5555, 49.8862
-89.485, 49.3912
-89.4146, 48.8961
-89.3441, 48.4011
-89.3363, 47.9012
-89.3284, 47.4013
-89.3101, 44.9014
-89.3075, 44.4014
-89.3049, 43.9014
-89.3022, 43.4014
-89.2996, 42.9014
-89.297, 42.4014
-89.2944, 41.9014
-89.2918, 41.4014
-89.2892, 40.9014
-89.2865, 40.4014
-89.2839, 39.9014
-89.2839, 36.9014
-89.2839, 36.4014
-89.2839, 35.9014
-89.2839, 35.4014
-89.2839, 32.9014
-89.2865, 32.4014
-89.2892, 31.9014
-89.2918, 31.4015
-89.2944, 30.9015
-89.297, 30.4015
-89.2996, 29.9015
-89.3022, 29.4015
-89.3049, 28.9015
-89.3075, 28.4015
-89.3101, 27.9015
-89.3127, 27.4015
-89.3153, 26.9015
-89.3179, 26.4015
-89.3206, 25.9015
-89.3232, 25.4015
-89.3258, 24.9016
-89.3284, 24.4016
-89.331, 23.9016
-89.3336, 23.4016
-89.3363, 22.9016
-89.3389, 22.4016
-89.3415, 21.9016
-89.3441, 21.4016
-89.3467, 20.9016
-89.3493, 20.4016
-89.352, 19.9016
-89.3546, 19.4016
-89.3572, 18.9016
-89.3598, 18.4016
-89.3624, 17.9017
-89.365, 17.4017
-89.3677, 16.9017
-89.3703, 16.4017
-89.3729, 15.9017
-89.3755, 15.4017
-89.3781, 14.9017
-89.3807, 14.4017
-89.3834, 13.9017
-89.386, 13.4017
-89.3886, 12.9017
-89.3912, 12.4017
-89.3938, 11.9017
-89.3964, 11.4017
-89.3991, 10.9018
-89.4017, 10.4018
-89.4043, 9.90177
-89.4069, 9.40177
-89.4095, 8.90178
-89.4121, 8.40179
-89.4148, 7.90179
-89.4174, 7.4018
-89.42, 6.90181
-89.4226, 6.40181
-89.4252, 5.90182
-89.4278, 5.40183
-89.4305, 4.90183
-89.4331, 4.40184
-89.4357, 3.90185
-89.4383, 3.40185
-89.4409, 2.90186
-89.4436, 2.40187
-89.4462, 1.90187
-89.4488, 1.40188
-89.4514, 0.901889
-89.454, 0.401895
-89.4566, -0.0980977
-89.4593, -0.598091
-89.4619, -1.09808
-89.4645, -1.59808
-89.4671, -2.09807
-89.4697, -2.59806
-89.4723, -3.09806
-89.475, -3.59805
-89.4776, -4.09804
-89.4802, -4.59804
-89.4828, -5.09803
-89.4854, -5.59802
-89.488, -6.09802
-89.4907, -6.59801
