-110.495, 70.3299
-110.511, 69.8301
-110.526, 69.3304
-110.542, 68.8306
-110.597, 68.3336
-110.652, 67.8367
-110.707, 67.3397
-110.761, 66.8427
-110.816, 66.3457
-110.837, 65.8462
-110.858, 65.3466
-110.879, 64.847
-110.9, 64.3475
-110.952, 63.8502
-111.005, 63.3529
-111.057, 62.8557
-111.109, 62.3584
-111.161, 61.8612
-111.201, 61.3627
-111.24, 60.8642
-111.279, 60.3658
-111.318, 59.8673
-111.358, 59.3689
-111.397, 58.8704
-111.436, 58.3719
-111.475, 57.8735
-111.514, 57.375
-111.554, 56.8766
-111.577, 56.3771
-111.601, 55.8777
-111.624, 55.3782
-111.648, 54.8788
-111.671, 54.3794
-111.695, 53.8799
-111.719, 53.3805
-111.742, 52.881
-111.766, 52.3816
-111.75, 51.8818
-111.734, 51.3821
-111.719, 50.8823
-111.703, 50.3826
-111.687, 49.8828
-111.671, 49.3831
-111.656, 48.8833
-111.64, 48.3836
-111.624, 47.8838
-111.609, 47.3841
-111.601, 46.8841
-111.593, 46.3842
-111.585, 45.8842
-111.577, 45.3843
-111.569, 44.8844
-111.561, 44.3844
-111.554, 43.8845
-111.546, 43.3846
-111.538, 42.8846
-111.53, 42.3847
-111.522, 41.8847
-111.514, 41.3848
-111.507, 40.8849
-111.499, 40.3849
-111.491, 39.885
-111.483, 39.385
-111.475, 38.8851
-111.467, 38.3852
-111.459, 37.8852
-111.452, 37.3853
-111.444, 36.8853
-111.436, 36.3854
-111.428, 35.8855
-111.42, 35.3855
-111.412, 34.8856
-111.404, 34.3857
-111.404, 33.8857
-111.404, 33.3857
-111.404, 32.8857
-111.404, 32.3857
-111.404, 31.8857
-111.404, 31.3857
-111.404, 30.8857
-111.404, 30.3857
-111.404, 29.8857
-111.404, 29.3857
-111.404, 28.8857
-111.404, 28.3857
-111.404, 27.8857
-111.404, 27.3857
-111.404, 26.8857
-111.404, 26.3857
-111.404, 25.8857
-111.404, 25.3857
-111.404, 24.8857
-111.404, 24.3857
-111.404, 23.8857
-111.404, 23.3857
-111.404, 22.8857
-111.404, 22.3857
-111.404, 21.8857
-111.404, 21.3857
-111.404, 20.8857
-111.404, 20.3857
-111.404, 19.8857
-111.404, 19.3857
-111.404, 18.8857
-111.404, 18.3857
-111.404, 17.8857
-111.404, 17.3857
-111.404, 16.8857
-111.404, 16.3857
-111.404, 15.8857
-111.404, 15.3857
-111.41, 14.8857
-111.415, 14.3857
-111.42, 13.8857
-111.425, 13.3858
-111.431, 12.8858
-111.436, 12.3858
-111.441, 11.8858
-111.446, 11.3859
-111.452, 10.8859
-111.457, 10.3859
-111.462, 9.88595
-111.467, 9.38598
-111.473, 8.88601
-111.478, 8.38604
-111.478, 7.88604
-111.478, 7.38604
-111.478, 6.88604
-111.478, 6.38604
-111.478, 5.88604
-111.478, 5.38604
-111.478, 4.88604
-111.478, 4.38604
-111.478, 3.88604
-111.478, 3.38604
-111.478, 2.88604
-111.478, 2.38604
-111.478, 1.88604
-111.478, 1.38604
-111.478, 0.886038
-111.478, 0.386038
-111.478, -0.113962
-111.478, -0.613962
-111.478, -1.11396
-111.478, -1.61396
-111.478, -2.11396
-111.478, -2.61396
-111.478, -3.11396
-111.478, -3.61396
-111.478, -4.11396
-111.478, -4.61396
-111.478, -5.11396
-111.478, -5.61396
-111.478, -6.11396
-111.478, -6.61396
-111.478, -7.11396
-111.478, -7.61396
-111.478, -8.11396
-111.478, -8.61396
-111.478, -9.11396
-111.478, -9.61396
-111.478, -10.114
-111.478, -10.614
-111.478, -11.114
-111.478, -11.614
-111.478, -12.114
-111.478, -12.614
-111.478, -13.114
-111.478, -13.614
-111.478, -14.114
-111.478, -14.614
-111.478, -15.114
-111.478, -15.614
-111.478, -16.114
-111.478, -16.614
-111.478, -17.114
-111.478, -17.614
-111.478, -18.114
-111.478, -18.614
-111.478, -19.114
-111.478, -19.614
-111.478, -20.114
-111.478, -20.614
-111.478, -21.114
-111.478, -21.614
-111.478, -22.114
-111.478, -22.614
-111.478, -23.114
-111.478, -23.614
-111.478, -24.114
-111.478, -24.614
-111.478, -25.114
-111.478, -25.614
-111.478, -26.114
-111.478, -26.614
-111.478, -27.114
-111.478, -27.614
-111.478, -28.114
-111.478, -28.614
-111.478, -29.114
-111.478, -29.614
-111.478, -30.114
-111.478, -30.614
-111.478, -31.114
-111.478, -31.614
-111.478, -32.114
-111.478, -32.614
-111.517, -33.1124
-111.556, -33.6109
-111.595, -34.1093
-111.635, -34.6078
-111.674, -35.1063
-111.713, -35.6047
-111.752, -36.1032
-111.792, -36.6016
-111.792, -37.1016
-111.792, -37.6016
-111.792, -38.1016
-111.792, -38.6016
-111.792, -39.1016
-111.792, -39.6016
-111.792, -40.1016
-111.792, -40.6016
-111.792, -41.1016
-111.792, -41.6016
-111.792, -42.1016
-111.792, -42.6016
-111.792, -43.1016
-111.792, -43.6016
-111.792, -44.1016
-111.792, -44.6016
-111.792, -45.1016
-111.792, -45.6016
-111.755, -46.1003
-111.718, -46.5989
-111.682, -47.0976
-111.645, -47.5963
-111.608, -48.0949
-111.572, -48.5936
-111.535, -49.0922
-111.499, -49.5909
-111.462, -50.0895
-111.425, -50.5882
-111.389, -51.0869
-111.35, -51.5853
-111.31, -52.0838
-111.271, -52.5822
-111.232, -53.0807
-111.193, -53.5792
-111.153, -54.0776
-111.114, -54.5761
-111.075, -55.0745
-111.036, -55.573
-110.996, -56.0714
-110.957, -56.5699
-110.918, -57.0684
-110.879, -57.5668
-110.84, -58.0653
-110.8, -58.5637
-110.761, -59.0622
-110.722, -59.5607
-110.683, -60.0591
-110.643, -60.5576
-110.604, -61.056
-110.565, -61.5545
-110.526, -62.053
-110.486, -62.5514
-110.388, -63.0415
-110.289, -63.5317
-110.137, -64.008
-109.985, -64.4844
-109.853, -64.9666
-109.721, -65.4489
-109.589, -65.9312
-109.472, -66.4174
-109.356, -66.9035
-109.239, -67.3897
-109.122, -67.8759
-109.005, -68.3621
-108.889, -68.8483
-108.724, -69.3205
-108.56, -69.7927
-108.428, -70.2749
-108.296, -70.7572
-108.164, -71.2395
-108.032, -71.7218
-107.9, -72.204
-107.768, -72.6863
-107.636, -73.1686
-107.504, -73.6509
-107.372, -74.1332
-107.24, -74.6154
-107.108, -75.0977
-106.977, -75.58
-106.845, -76.0623
-106.713, -76.5445
-106.581, -77.0268
-106.449, -77.5091
-106.317, -77.9914
-106.185, -78.4736
-106.053, -78.9559
-105.921, -79.4382
-105.64, -79.8517
-105.359, -80.2653
-105.078, -80.6788
-104.797, -81.0924
-104.516, -81.5059
-104.235, -81.9195
-103.943, -82.3255
-103.651, -82.7316
-103.359, -83.1376
-103.068, -83.5436
-102.776, -83.9497
-102.484, -84.3557
-102.192, -84.7618
-101.901, -85.1678
-101.609, -85.5739
-101.317, -85.9799
-101.025, -86.3859
-100.734, -86.792
-100.45, -87.2041
-100.167, -87.6161
-99.8839, -88.0282
-99.6007, -88.4402
-99.3154, -88.8508
-99.03, -89.2614
-98.7447, -89.672
-98.4593, -90.0826
-98.1739, -90.4931
-97.8886, -90.9037
-97.6032, -91.3143
-97.3179, -91.7249
-97.0325, -92.1354
-96.7472, -92.546
-96.4618, -92.9566
-96.1765, -93.3672
-95.8911, -93.7777
-95.6058, -94.1883
-95.3204, -94.5989
-95.035, -95.0095
-94.6352, -95.3097
-94.2354, -95.6099
-93.8518, -95.9306
-93.4682, -96.2513
-93.0846, -96.5721
-92.701, -96.8928
-92.3174, -97.2135
-91.9339, -97.5342
-91.5503, -97.8549
-91.1667, -98.1757
-90.7831, -98.4964
-90.3995, -98.8171
-90.0159, -99.1378
-89.6241, -99.4484
-89.2323, -99.759
-88.8404, -100.07
-88.4486, -100.38
-88.0567, -100.691
-87.6649, -101.001
-87.273, -101.312
-86.8812, -101.622
-86.4893, -101.933
-86.0975, -102.244
-85.7056, -102.554
-85.3138, -102.865
-84.922, -103.175
-84.5301, -103.486
-84.1383, -103.797
-83.7464, -104.107
-83.3546, -104.418
-82.9627, -104.728
-82.5709, -105.039
-82.179, -105.349
-81.7872, -105.66
-81.3953, -105.971
-81.0035, -106.281
-80.6116, -106.592
-80.1353, -106.744
-79.659, -106.896
-79.1811, -107.043
-78.6961, -107.165
-78.2112, -107.286
-77.7318, -107.428
-77.2524, -107.57
-76.773, -107.712
-76.2936, -107.854
-75.8142, -107.996
-75.3348, -108.138
-74.8553, -108.28
-74.3759, -108.422
-73.8965, -108.564
-73.4171, -108.706
-72.9377, -108.848
-72.4583, -108.99
-71.9789, -109.132
-71.4995, -109.274
-71.0201, -109.416
-70.5407, -109.558
-70.0564, -109.683
-69.5721, -109.807
-69.0878, -109.932
-68.6035, -110.056
-68.1192, -110.18
-67.6363, -110.31
-67.1533, -110.439
-66.6703, -110.568
-66.1874, -110.698
-65.7044, -110.827
-65.2214, -110.957
-64.7385, -111.086
-64.2555, -111.215
-63.7725, -111.345
-63.2896, -111.474
-62.7896, -111.469
-62.2896, -111.464
-61.7897, -111.459
-61.2901, -111.48
-60.7905, -111.5
-60.291, -111.521
-59.7914, -111.542
